,PageRank,Airport_name,Airport_info
4233,[2.14700545],SJW,"Shijiazhuang Daguocun International Airport, China"
1698,[2.13837724],MDZ,"El Plumerillo, Argentina"
1200,[2.1315997],DLM,"Dalaman, Turkey"
151,[2.12665119],YVQ,"Norman Wells, Canada"
2033,[2.11774577],UUS,"Khomutovo, Russia"
2366,[2.11379689],NGB,"Lishe, China"
2914,[2.11185902],EVN,"Zvartnots, Armenia"
4252,[2.10641042],XNN,"Xining Caojiabu Airport, China"
2090,[2.10561397],AMD,"Ahmedabad, India"
3,[2.09325915],LAE,"Nadzab, Papua New Guinea"
1147,[2.09263667],PDL,"Ponta Delgada, Portugal"
388,[2.08951724],SOU,"Southampton, United Kingdom"
1584,[2.0879377],KHH,"Kaohsiung Intl, Taiwan"
31,[2.08265659],YCB,"Cambridge Bay, Canada"
648,[2.07978909],TMM,"Toamasina, Madagascar"
4840,[2.0776363],JIJ,"Jijiga Airport, Ethiopia"
953,[2.07418302],AJA,"Campo Dell Oro, France"
1756,[2.07417714],CGR,"Campo Grande, Brazil"
1237,[2.07371792],GUA,"La Aurora, Guatemala"
2265,[2.06894765],SOQ,"Jefman, Indonesia"
185,[2.05658937],YYT,"St Johns Intl, Canada"
3323,[2.04815997],RIA,"Santa Maria Airport, Brazil"
3034,[2.03672123],FNC,"Madeira, Portugal"
1477,[2.02844238],MED,"Prince Mohammad Bin Abdulaziz, Saudi Arabia"
1378,[2.02409071],BZE,"Philip S W Goldson Intl, Belize"
2006,[2.02342188],POS,"Piarco, Trinidad and Tobago"
1830,[2.01799177],VIX,"Goiabeiras, Brazil"
1546,[2.00185899],PEW,"Peshawar Intl, Pakistan"
513,[2.00138766],KRK,"Balice, Poland"
1591,[1.99483101],TSA,"Sungshan, Taiwan"
3379,[1.98589288],MCG,"McGrath Airport, United States"
3099,[1.96987361],NSI,"Yaounde Nsimalen, Cameroon"
1246,[1.96701169],MBJ,"Sangster Intl, Jamaica"
2086,[1.96136453],KZN,"Kazan, Russia"
1109,[1.9506678],CIA,"Ciampino, Italy"
2698,[1.94970743],BFI,"Boeing Fld King Co Intl, United States"
3201,[1.94964014],SPR,"San Pedro, Belize"
1623,[1.94858209],NGS,"Nagasaki, Japan"
862,[1.9481578],JRO,"Kilimanjaro Intl, Tanzania"
1811,[1.94074078],RAO,"Leite Lopes, Brazil"
2226,[1.93863939],DAD,"Danang Intl, Vietnam"
3062,[1.93559295],JIB,"Ambouli International Airport, Djibouti"
1963,[1.93444834],PMV,"Del Caribe Intl Gen Santiago Marino, Venezuela"
1423,[1.93444799],NOU,"La Tontouta, New Caledonia"
512,[1.92543231],GDN,"Lech Walesa, Poland"
879,[1.92172364],PFO,"Pafos Intl, Cyprus"
2125,[1.91310684],REP,"Siem Reap, Cambodia"
3061,[1.90797971],KUF,"Kurumoch, Russia"
919,[1.90735127],SVQ,"Sevilla, Spain"
2371,[1.90656985],YNT,"Laishan, China"
1358,[1.90025914],GCM,"Owen Roberts Intl, Cayman Islands"
2595,[1.89792195],SCC,"Deadhorse, United States"
1696,[1.89621042],COR,"Ambrosio L V Taravella, Argentina"
1146,[1.88741837],TER,"Lajes, Portugal"
1528,[1.88457646],SHJ,"Sharjah Intl, United Arab Emirates"
3840,[1.8823189],YGW,"Kuujjuarapik Airport, Canada"
2684,[1.87958363],JAX,"Jacksonville Intl, United States"
2058,[1.8783276],KRR,"Pashkovskiy, Russia"
844,[1.87818999],BEN,"Benina, Libya"
523,[1.87021596],GOT,"Landvetter, Sweden"
1270,[1.86980335],HMO,"General Ignacio P Garcia Intl, Mexico"
2978,[1.86717803],LJG,"Lijiang Airport, China"
561,[1.86237421],VBY,"Visby, Sweden"
1321,[1.86206696],BOC,"Bocas Del Toro Intl, Panama"
3881,[1.86203488],CUK,"Caye Caulker Airport, Belize"
2834,[1.86089195],OKC,"Will Rogers World, United States"
1679,[1.85988037],ZAM,"Zamboanga Intl, Philippines"
2835,[1.8577008],ALB,"Albany Intl, United States"
509,[1.85710952],TRF,"Torp, Norway"
5,[1.85173834],WWK,"Wewak Intl, Papua New Guinea"
1067,[1.84733721],BRI,"Bari, Italy"
694,[1.84376288],LBV,"Leon M Ba, Gabon"
1297,[1.8419285],PVR,"Licenciado Gustavo Diaz Ordaz Intl, Mexico"
1418,[1.84174242],LIF,"Lifou, New Caledonia"
2959,[1.84105358],SDF,"Louisville International Airport, United States"
2088,[1.83352225],UFA,"Ufa, Russia"
3913,[1.82773167],GUR,"Gurney Airport, Papua New Guinea"
2205,[1.82742193],TRV,"Thiruvananthapuram Intl, India"
3174,[1.82594841],SRZ,"Santa Cruz, Bolivia"
886,[1.82476216],ZAG,"Zagreb, Croatia"
4450,[1.8118622],KSM,"St Marys Airport, United States"
3236,[1.80907053],BME,"Broome, Australia"
3033,[1.80769246],DVO,"Francisco Bangoy International, Philippines"
614,[1.80458937],BZV,"Maya Maya, Congo (Brazzaville)"
762,[1.80351836],TFN,"Tenerife Norte, Spain"
1054,[1.80332317],CHQ,"Souda, Greece"
3380,[1.80276778],KLG,"Kalskag Airport, United States"
370,[1.80274262],BFS,"Belfast Intl, United Kingdom"
2862,[1.80065746],JOG,"Adi Sutjipto, Indonesia"
124,[1.79554256],YRB,"Resolute Bay, Canada"
1986,[1.7929239],PTP,"Le Raizet, Guadeloupe"
2124,[1.79244254],PNH,"Phnom Penh Intl, Cambodia"
3439,[1.79156718],NUS,"Norsup Airport, Vanuatu"
4182,[1.78556989],MNG,"Maningrida Airport, Australia"
3580,[1.78010999],PIR,"Pierre Regional Airport, United States"
3805,[1.77228611],YTL,"Big Trout Lake Airport, Canada"
3002,[1.7677489],SSH,"Sharm El Sheikh Intl, Egypt"
3853,[1.76523888],YAT,"Attawapiskat Airport, Canada"
3707,[1.76342088],VPE,"Ondjiva Pereira Airport, Angola"
531,[1.76258884],NYO,"Skavsta, Sweden"
3877,[1.75070658],YWM,"Williams Harbour Airport, Canada"
1944,[1.74756388],CUZ,"Teniente Alejandro Velasco Astete Intl, Peru"
306,[1.74227972],BRE,"Neuenland, Germany"
1904,[1.74037482],UIB,"El Carano, Colombia"
300,[1.74020904],NUE,"Nurnberg, Germany"
4666,[1.73507726],WAA,"Wales Airport, United States"
1988,[1.73472711],STT,"Cyril E King, Virgin Islands"
2796,[1.73212072],BDL,"Bradley Intl, United States"
4950,[1.72882033],HLT,"Hamilton Airport, Australia"
1238,[1.72586165],LCE,"Goloson Intl, Honduras"
1239,[1.72558263],SAP,"La Mesa Intl, Honduras"
1821,[1.72548258],TFF,"Tefe, Brazil"
3279,[1.72064629],SCO,"Aktau, Kazakhstan"
2347,[1.71140141],HLD,"Dongshan, China"
4441,[1.70689881],YPX,"Puvirnituq Airport, Canada"
3054,[1.70646482],TJM,"Roschino, Russia"
5250,[1.70625711],RCE,"Roche Harbor Seaplane Base, United States"
3893,[1.70395168],JJU,"Qaqortoq Heliport, Greenland"
2111,[1.70344243],PNQ,"Pune, India"
3844,[1.69641483],YMN,"Makkovik Airport, Canada"
1968,[1.68884391],PZO,"General Manuel Carlos Piar, Venezuela"
1515,[1.68877808],ZAH,"Zahedan Intl, Iran"
503,[1.6864965],RYG,"Moss, Norway"
4585,[1.68458997],RSH,"Russian Mission Airport, United States"
4600,[1.68437606],TAL,"Tanana Airport, United States"
4276,[1.68244233],WUX,"Wuxi Airport, China"
2016,[1.68195977],OSS,"Osh, Kyrgyzstan"
2194,[1.68177504],CCJ,"Calicut, India"
140,[1.67923365],YTZ,"City Centre, Canada"
3232,[1.67528312],BJV,"Bodrum - Milas, Turkey"
4698,[1.67101474],KGX,"Grayling Airport, United States"
1788,[1.67095501],MAB,"Maraba, Brazil"
2277,[1.67059076],PKU,"Sultan Syarif Kasim Ii, Indonesia"
1079,[1.66293466],TPS,"Trapani Birgi, Italy"
1840,[1.66232092],ANF,"Cerro Moreno Intl, Chile"
1847,[1.65573545],PMC,"El Tepual Intl, Chile"
3889,[1.65280295],NAQ,"Qaanaaq Airport, Greenland"
2694,[1.6488785],PBI,"Palm Beach Intl, United States"
3048,[1.64860396],WDH,"Windhoek Hosea Kutako International Airport , Namibia"
3788,[1.64470204],ZSJ,"Sandy Lake Airport, Canada"
4175,[1.64381258],LRE,"Longreach Airport, Australia"
1497,[1.63915239],KIH,"Kish Island, Iran"
4144,[1.63875689],CMA,"Cunnamulla Airport, Australia"
2877,[1.63736791],KOE,"El Tari, Indonesia"
465,[1.62882842],BLL,"Billund, Denmark"
2085,[1.62109217],SCW,"Syktyvkar, Russia"
381,[1.61809556],CWL,"Cardiff, United Kingdom"
1446,[1.61302839],ZQN,"Queenstown, New Zealand"
729,[1.61172367],FIH,"Ndjili Intl, Congo (Kinshasa)"
1218,[1.60934082],PRN,"Pristina, Serbia"
4446,[1.60690837],RBY,"Ruby Airport, United States"
1814,[1.59633007],SLZ,"Marechal Cunha Machado Intl, Brazil"
1,[1.58919988],MAG,"Madang, Papua New Guinea"
3833,[1.58720185],YHR,"Chevery Airport, Canada"
2237,[1.58662557],MGZ,"Myeik, Burma"
1909,[1.57878139],CBB,"Jorge Wilsterman, Bolivia"
764,[1.57644323],FNA,"Freetown Lungi, Sierra Leone"
1115,[1.57275025],FLR,"Firenze, Italy"
2430,[1.57226962],OMA,"Eppley Afld, United States"
4094,[1.57110173],DTD,"Datadawai Airport, Indonesia"
1685,[1.56890152],ILO,"Iloilo, Philippines"
4241,[1.56796681],ZUH,"Zhuhai Airport, China"
4726,[1.56700614],YSO,"Postville Airport, Canada"
1984,[1.56623744],FDF,"Le Lamentin, Martinique"
2231,[1.56622532],HEH,"Heho, Burma"
183,[1.56613714],YYQ,"Churchill, Canada"
1000,[1.56384753],LIL,"Lesquin, France"
1797,[1.55949112],NAT,"Augusto Severo, Brazil"
1459,[1.55727633],KBL,"Kabul Intl, Afghanistan"
2062,[1.55550047],ROV,"Rostov Na Donu, Russia"
1900,[1.55520292],ADZ,"Gustavo Rojas Pinilla, Colombia"
85,[1.55046539],YLW,"Kelowna, Canada"
3792,[1.5441172],MSA,"Muskrat Dam Airport, Canada"
2778,[1.5421037],RNO,"Reno Tahoe Intl, United States"
1936,[1.54134943],AQP,"Rodriguez Ballon, Peru"
1576,[1.54004906],PNI,"Pohnpei Intl, Micronesia"
3243,[1.54000265],VDS,"Airport, Norway"
1572,[1.5385425],KWA,"Bucholz Aaf, Marshall Islands"
2490,[1.53665723],KOA,"Kona Intl At Keahole, United States"
1058,[1.53458345],JTR,"Santorini, Greece"
4327,[1.53377733],LKE,"Kenmore Air Harbor Seaplane Base, United States"
2791,[1.5329827],BUF,"Buffalo Niagara Intl, United States"
4577,[1.53108503],SHX,"Shageluk Airport, United States"
3793,[1.52572506],ZKE,"Kashechewan Airport, Canada"
3175,[1.52278436],KUS,"Kulusuk, Greenland"
642,[1.51455132],DZA,"Dzaoudzi Pamandzi, Mayotte"
1512,[1.51226025],TBZ,"Tabriz Intl, Iran"
2158,[1.51113023],VNS,"Varanasi, India"
1644,[1.51022467],SDJ,"Sendai, Japan"
4323,[1.50973664],GCW,"Grand Canyon West Airport, United States"
4324,[1.50973664],BLD,"Boulder City Municipal Airport, United States"
4768,[1.50973664],SSB,"Christiansted Harbor Seaplane Base, Virgin Islands"
2591,[1.50973664],SPB,"Scappoose Industrial Airpark, United States"
4456,[1.50937458],AKP,"Anaktuvuk Pass Airport, United States"
316,[1.50933669],DTM,"Dortmund, Germany"
1907,[1.50866256],VVC,"Vanguardia, Colombia"
3049,[1.50834581],YWH,"Victoria Inner Harbour Airport, Canada"
2042,[1.50472966],SIP,"Simferopol Intl, Ukraine"
2865,[1.50235929],SRG,"Achmad Yani, Indonesia"
1915,[1.49871247],TJA,"Capitan Oriel Lea Plaza, Bolivia"
49,[1.49641407],YEK,"Arviat, Canada"
481,[1.49376737],ALF,"Alta, Norway"
2060,[1.49313028],MRV,"Mineralnyye Vody, Russia"
456,[1.492745],ORK,"Cork, Ireland"
2926,[1.49105942],ADE,"Aden Intl, Yemen"
208,[1.49041735],TMR,"Tamanrasset, Algeria"
1408,[1.48975905],BOB,"Bora Bora, French Polynesia"
536,[1.48965999],MMX,"Sturup, Sweden"
3876,[1.48898069],YFX,"St. Lewis (Fox Harbour) Airport, Canada"
872,[1.48706491],TIA,"Tirana Rinas, Albania"
3447,[1.48460963],CCV,"Craig Cove Airport, Vanuatu"
2615,[1.48395666],PVD,"Theodore Francis Green State, United States"
1945,[1.48299897],MVD,"Carrasco Intl, Uruguay"
1406,[1.48155737],NHV,"Nuku Hiva, French Polynesia"
3454,[1.48155737],AUQ,"Hiva Oa-Atuona Airport, French Polynesia"
279,[1.47995948],LFW,"Gnassingbe Eyadema Intl, Togo"
819,[1.47918413],BBO,"Berbera, Somalia"
2871,[1.47876853],BDJ,"Syamsudin Noor, Indonesia"
704,[1.47766601],APL,"Nampula, Mozambique"
1106,[1.47534732],VRN,"Villafranca, Italy"
4190,[1.47206567],ONG,"Mornington Island Airport, Australia"
2782,[1.47105018],BHM,"Birmingham Intl, United States"
1863,[1.47079772],ASU,"Silvio Pettirossi Intl, Paraguay"
36,[1.46990508],YCO,"Kugluktuk, Canada"
2923,[1.4686544],TBS,"Tbilisi, Georgia"
4455,[1.46816363],ANV,"Anvik Airport, United States"
4623,[1.46442098],CGA,"Craig Seaplane Base, United States"
4858,[1.46278141],NBE,"Enfidha - Zine El Abidine Ben Ali International Airport, Tunisia"
188,[1.46261908],YYY,"Mont Joli, Canada"
1081,[1.46113196],AHO,"Alghero, Italy"
2422,[1.45976114],PRC,"Ernest A Love Fld, United States"
230,[1.45932272],OGX,"Ouargla, Algeria"
92,[1.45706471],YNA,"Natashquan, Canada"
1792,[1.45544479],MCZ,"Zumbi Dos Palmares, Brazil"
2296,[1.45235841],JHB,"Sultan Ismail, Malaysia"
2565,[1.45113594],HPN,"Westchester Co, United States"
2218,[1.44441478],USM,"Samui, Thailand"
2471,[1.44438605],BOI,"Boise Air Terminal, United States"
3801,[1.44232117],YZG,"Salluit Airport, Canada"
4692,[1.44107548],KKH,"Kongiganak Airport, United States"
1735,[1.43939679],NQN,"Presidente Peron, Argentina"
2586,[1.43793235],ORF,"Norfolk Intl, United States"
2393,[1.43470713],BTT,"Bettles, United States"
2337,[1.43402367],CBR,"Canberra, Australia"
4380,[1.43341949],YIF,"St Augustin Airport, Canada"
3867,[1.43320814],XBE,"Bearskin Lake Airport, Canada"
3870,[1.4317262],YAX,"Wapekeka Airport, Canada"
2860,[1.43143414],BDO,"Husein Sastranegara, Indonesia"
1330,[1.4311768],LIR,"Daniel Oduber Quiros Intl, Costa Rica"
1099,[1.43092648],TSF,"Treviso, Italy"
3815,[1.43027081],YPM,"Pikangikum Airport, Canada"
3451,[1.42999043],MTV,"Mota Lava Airport, Vanuatu"
3450,[1.42999043],SLH,"Sola Airport, Vanuatu"
2321,[1.42961841],MEB,"Melbourne Essendon, Australia"
1255,[1.42948469],CUL,"Culiacan Intl, Mexico"
1914,[1.42926015],SRE,"Juana Azurduy De Padilla, Bolivia"
2658,[1.42780378],GRR,"Gerald R Ford Intl, United States"
3926,[1.42348018],IRA,"Ngorangora Airport, Solomon Islands"
3854,[1.42078448],YKG,"Kangirsuk Airport, Canada"
2165,[1.41883803],JAI,"Jaipur, India"
868,[1.41736201],ZNZ,"Zanzibar, Tanzania"
166,[1.41643468],YXP,"Pangnirtung, Canada"
88,[1.41404274],YMM,"Fort Mcmurray, Canada"
1024,[1.41221818],SXB,"Entzheim, France"
1789,[1.41122737],MGF,"Regional De Maringa Silvio Name Junior, Brazil"
4727,[1.41117714],YWB,"Kangiqsujuaq - Wakeham Bay Airport, Canada"
1838,[1.41025766],IQQ,"Diego Aracena Intl, Chile"
56,[1.40975328],YFO,"Flin Flon, Canada"
2075,[1.40846604],DYU,"Dushanbe, Tajikistan"
2323,[1.40627457],LST,"Launceston, Australia"
1822,[1.4061964],TBT,"Tabatinga, Brazil"
3841,[1.40357515],YGT,"Igloolik Airport, Canada"
5254,[1.40296076],FBS,"Friday Harbor Seaplane Base, United States"
2102,[1.40204302],IDR,"Devi Ahilyabai Holkar, India"
4126,[1.39763899],BVI,"Birdsville Airport, Australia"
2276,[1.39748964],BWN,"Brunei Intl, Brunei"
3832,[1.3937698],YIK,"Ivujivik Airport, Canada"
3242,[1.39255312],MEH,"Mehamn, Norway"
1217,[1.39119923],TGD,"Podgorica, Montenegro"
2826,[1.38938502],TUL,"Tulsa Intl, United States"
4672,[1.38891346],WBB,"Stebbins Airport, United States"
1414,[1.3861419],RFP,"Raiatea, French Polynesia"
1348,[1.38431936],HOG,"Frank Pais Intl, Cuba"
67,[1.38411824],YHK,"Gjoa Haven, Canada"
1211,[1.37720223],KIV,"Chisinau Intl, Moldova"
3919,[1.37719417],VAO,"Suavanao Airport, Solomon Islands"
4624,[1.37636721],HYL,"Hollis Seaplane Base, United States"
514,[1.37560719],KTW,"Pyrzowice, Poland"
1088,[1.37501988],TRN,"Torino, Italy"
4583,[1.37497619],KWK,"Kwigillingok Airport, United States"
2583,[1.37482161],RIC,"Richmond Intl, United States"
4685,[1.37358162],KWN,"Quinhagak Airport, United States"
3886,[1.3729518],JQA,"Qaarsut Airport, Greenland"
950,[1.37291495],BIA,"Poretta, France"
3384,[1.37121495],GST,"Gustavus Airport, United States"
1826,[1.37117372],UDI,"Ten Cel Av Cesar Bombonato, Brazil"
23,[1.3684962],YAY,"St Anthony, Canada"
1501,[1.36674426],RAS,"Rasht, Iran"
1062,[1.36579064],ZTH,"Dionysios Solomos, Greece"
910,[1.36387446],SCQ,"Santiago, Spain"
1338,[1.36299387],PAP,"Toussaint Louverture Intl, Haiti"
4219,[1.36102269],WNR,"Windorah Airport, Australia"
2979,[1.35988935],GSP,"Greenville-Spartanburg International, United States"
3914,[1.359753],DAU,"Daru Airport, Papua New Guinea"
1309,[1.35824605],TLC,"Licenciado Adolfo Lopez Mateos Intl, Mexico"
89,[1.35428788],YMO,"Moosonee, Canada"
1744,[1.3542024],AJU,"Santa Maria, Brazil"
4823,[1.35307316],JCB,"Joacaba Airport, Brazil"
1587,[1.35263398],RMQ,"Ching Chuang Kang, Taiwan"
877,[1.35047145],VAR,"Varna, Bulgaria"
1118,[1.35029041],LJU,"Ljubljana, Slovenia"
755,[1.34980935],BJL,"Banjul Intl, Gambia"
2311,[1.34978619],CTL,"Charleville, Australia"
4662,[1.3496621],KTS,"Brevig Mission Airport, United States"
3803,[1.3486059],YWP,"Webequie Airport, Canada"
4543,[1.34749267],PGD,"Charlotte County-Punta Gorda Airport, United States"
2066,[1.34668197],CEK,"Balandino, Russia"
4272,[1.34629354],JJN,"Quanzhou Airport, China"
2827,[1.34624018],SIT,"Sitka Rocky Gutierrez, United States"
907,[1.34533869],REU,"Reus, Spain"
3863,[1.34285206],YKU,"Chisasibi Airport, Canada"
1961,[1.34190076],MAR,"La Chinita Intl, Venezuela"
3912,[1.3400711],PNP,"Girua Airport, Papua New Guinea"
1715,[1.33754545],SLA,"Salta, Argentina"
1138,[1.33736645],SZG,"Salzburg, Austria"
767,[1.33693782],AGA,"Inezgane, Morocco"
2578,[1.33666071],LIH,"Lihue, United States"
66,[1.33543995],YHI,"Ulukhaktok Holman, Canada"
2610,[1.33182529],TUS,"Tucson Intl, United States"
3871,[1.33096767],SUR,"Summer Beaver Airport, Canada"
1836,[1.33072113],PUQ,"Carlos Ibanez Del Campo Intl, Chile"
44,[1.33047882],YDF,"Deer Lake, Canada"
261,[1.32968811],PHC,"Port Harcourt Intl, Nigeria"
825,[1.32935715],HRG,"Hurghada Intl, Egypt"
301,[1.32354223],LEJ,"Leipzig Halle, Germany"
883,[1.32275242],PUY,"Pula, Croatia"
391,[1.32201485],GCI,"Guernsey, Guernsey"
4148,[1.32057518],DMD,"Doomadgee Airport, Australia"
3438,[1.31924609],ZGU,"Gaua Island Airport, Vanuatu"
612,[1.31913607],GBE,"Sir Seretse Khama Intl, Botswana"
2057,[1.31813907],OMS,"Omsk, Russia"
710,[1.31709906],SEZ,"Seychelles Intl, Seychelles"
1720,[1.31378469],CRD,"Comodoro Rivadavia, Argentina"
3821,[1.31341553],YUD,"Umiujaq Airport, Canada"
432,[1.31207894],EXT,"Exeter, United Kingdom"
2101,[1.3111005],GOI,"Goa, India"
750,[1.31070329],BKO,"Senou, Mali"
4447,[1.3100971],PHO,"Point Hope Airport, United States"
4558,[1.30999647],OLF,"LM Clayton Airport, United States"
4129,[1.30930644],BEU,"Bedourie Airport, Australia"
3869,[1.30924668],WNN,"Wunnumin Lake Airport, Canada"
3816,[1.30772801],YPH,"Inukjuak Airport, Canada"
1177,[1.30702535],BRN,"Bern Belp, Switzerland"
3846,[1.30562797],YFA,"Fort Albany Airport, Canada"
887,[1.30531661],ZAD,"Zadar, Croatia"
707,[1.3022435],TET,"Tete Chingodzi, Mozambique"
2175,[1.29879192],SXR,"Srinagar, India"
2649,[1.29787088],TYS,"Mc Ghee Tyson, United States"
3425,[1.29780938],TGJ,"Tiga Airport, New Caledonia"
1422,[1.29780938],UVE,"Ouvea, New Caledonia"
139,[1.29760341],YTS,"Timmins, Canada"
3654,[1.29622533],MGQ,"Aden Adde International Airport, Somalia"
4716,[1.29486333],SLQ,"Sleetmute Airport, United States"
2706,[1.29314889],ONT,"Ontario Intl, United States"
952,[1.29287854],FSC,"Sud Corse, France"
1073,[1.29133683],SUF,"Lamezia Terme, Italy"
4390,[1.29061197],MPA,"Katima Mulilo Airport, Namibia"
520,[1.28940388],WRO,"Strachowice, Poland"
4679,[1.28707926],SXP,"Sheldon Point Airport, United States"
3221,[1.2864374],SWA,"Wai Sha Airport, China"
2307,[1.28596147],ASP,"Alice Springs, Australia"
3887,[1.28432147],JUV,"Upernavik Airport, Greenland"
4663,[1.28370472],ELI,"Elim Airport, United States"
2602,[1.2820972],DAY,"James M Cox Dayton Intl, United States"
815,[1.28195631],MQX,"Makale, Ethiopia"
4574,[1.28023565],EMK,"Emmonak Airport, United States"
5273,[1.27965114],WWT,"Newtok Airport, United States"
2172,[1.27883716],LKO,"Lucknow, India"
4467,[1.27790395],CYF,"Chefornak Airport, United States"
659,[1.2776361],WMN,"Maroantsetra, Madagascar"
4729,[1.27728795],YGV,"Havre Saint-Pierre Airport, Canada"
2597,[1.27725805],ROC,"Greater Rochester Intl, United States"
4659,[1.27697727],OBU,"Kobuk Airport, United States"
3837,[1.27501095],YQC,"Quaqtaq Airport, Canada"
3382,[1.27473744],HCR,"Holy Cross Airport, United States"
4671,[1.27389499],SKK,"Shaktoolik Airport, United States"
179,[1.27211664],YYH,"Taloyoak, Canada"
1842,[1.27092925],CCP,"Carriel Sur Intl, Chile"
4612,[1.26929823],TWB,"Toowoomba, Australia"
2777,[1.26887869],CHS,"Charleston Afb Intl, United States"
168,[1.26870168],YXS,"Prince George, Canada"
3826,[1.26859298],YLH,"Lansdowne House Airport, Canada"
116,[1.26801918],YQR,"Regina Intl, Canada"
2875,[1.26752414],ENE,"H Hasan Aroeboesman, Indonesia"
2330,[1.26707404],KNX,"Kununurra, Australia"
2701,[1.26587114],DSM,"Des Moines Intl, United States"
1987,[1.26524439],GND,"Point Salines Intl, Grenada"
698,[1.25930911],BEW,"Beira, Mozambique"
4678,[1.25755652],AUK,"Alakanuk Airport, United States"
1319,[1.25688004],MGA,"Managua Intl, Nicaragua"
3789,[1.25505365],ZRJ,"Round Lake (Weagamow Lake) Airport, Canada"
1796,[1.25447743],GEL,"Santo Angelo, Brazil"
3849,[1.25392557],YCS,"Chesterfield Inlet Airport, Canada"
3452,[1.25286377],UAH,"Ua Huka Airport, French Polynesia"
3453,[1.25286377],UAP,"Ua Pou Airport, French Polynesia"
4915,[1.25241443],CKS,"Carajas Airport, Brazil"
1769,[1.24981315],IGU,"Cataratas Intl, Brazil"
4315,[1.24751327],DSN,"Ordos Ejin Horo, China"
1757,[1.24735678],XAP,"Chapeco, Brazil"
2660,[1.24712368],FAT,"Fresno Yosemite Intl, United States"
2618,[1.2469253],BUR,"Bob Hope, United States"
39,[1.24554658],YCY,"Clyde River, Canada"
1688,[1.2454202],PPS,"Puerto Princesa, Philippines"
1049,[1.24392644],JMK,"Mikonos, Greece"
4335,[1.24300813],ERM,"Erechim Airport, Brazil"
1245,[1.24170872],KIN,"Norman Manley Intl, Jamaica"
3997,[1.23981484],CEE,"Cherepovets Airport, Russia"
2634,[1.2381417],LIT,"Adams Fld, United States"
4669,[1.23701042],KKA,"Koyuk Alfred Adams Airport, United States"
3449,[1.23626785],TOH,"Torres Airstrip, Vanuatu"
4680,[1.2351942],KPN,"Kipnuk Airport, United States"
4211,[1.23376413],SGO,"St George Airport, Australia"
1800,[1.23344654],PFB,"Lauro Kurtz, Brazil"
1183,[1.23276021],ADA,"Adana, Turkey"
5001,[1.23177132],NDU,"Rundu, Namibia"
3697,[1.23177132],OND,"Ondangwa Airport, Namibia"
1786,[1.22786603],LDB,"Londrina, Brazil"
3066,[1.22552913],PGA,"Page Municipal Airport, United States"
3830,[1.22410921],AKV,"Akulivik Airport, Canada"
1173,[1.22330892],TSR,"Traian Vuia, Romania"
451,[1.22260856],RTM,"Rotterdam, Netherlands"
4656,[1.22117372],ABL,"Ambler Airport, United States"
3802,[1.22065547],YXN,"Whale Cove Airport, Canada"
3647,[1.21975437],MYD,"Malindi Airport, Kenya"
1677,[1.21934222],CGY,"Cagayan De Oro, Philippines"
69,[1.21746386],YHU,"St Hubert, Canada"
801,[1.21411344],SID,"Amilcar Cabral Intl, Cape Verde"
4570,[1.21365504],ESD,"Orcas Island Airport, United States"
4569,[1.21365504],FRD,"Friday Harbor Airport, United States"
1392,[1.21352577],TUB,"Tubuai, French Polynesia"
1391,[1.21352577],RUR,"Rurutu, French Polynesia"
3759,[1.21155726],LKN,"Leknes Airport, Norway"
